Mod:Item:MetaData, Localized Name
bigreactors:reactorcontroller, Reactor Controller (Legacy)
bigreactors:reactorredstoneport, Reactor Redstone Port (Legacy)
bigreactors:oreyellorite, Yellorite Ore
bigreactors:blockludicrite, Ludicrite Block
bigreactors:turbinepowertaprf, Turbine Redstone Flux Power Tap (Legacy)
bigreactors:turbinepowertaptesla, Turbine Tesla Power Tap (Legacy)
bigreactors:reactorcomputerport, Reactor Computer Port (Legacy)
bigreactors:reactorglass, Reactor Glass (Legacy)
bigreactors:reactorcontrolrod, Reactor Control Rod (Legacy)
bigreactors:reactorfuelrod, Reactor Fuel Rod (Legacy)
grimoireofgaia:block_pearl, Pearl Block
grimoireofgaia:bust_gorgon, The Gorgon
grimoireofgaia:bust_sphinx, The Sphinx
grimoireofgaia:bust_valkyrie, The Valkyrie
grimoireofgaia:bust_vampire, The Vampire
grimoireofgaia:doll_creeper_girl, Creeper Girl Doll
grimoireofgaia:doll_ender_girl, Ender Girl Doll
grimoireofgaia:doll_slime_girl, Slime Girl Doll
grimoireofgaia:doll_maid, Maid Doll
grimoireofgaia:doll_dullahan, Dullahan Doll
grimoireofgaia:doll_mermaid, Mermaid Doll
grimoireofgaia:doll_nine_tails, Nine Tails Doll
grimoireofgaia:doll_dryad, Dryad Doll
grimoireofgaia:deco_garden_gnome, Garden Gnome
grimoireofgaia:deco_mandragora_pot, Mandragora Pot
grimoireofgaia:deco_bust_minotaur, Minotaur Bust
grimoireofgaia:deco_nest_harpy, Harpy Nest
grimoireofgaia:spawn_guard, Protection Talisman
grimoireofgaia:web_temp, Decaying Cobweb
grimoireofgaia:fire_camp, Campfire
grimoireofgaia:shard:0, Iron Nugget
grimoireofgaia:shard:1, Gold Nugget
grimoireofgaia:shard:2, Diamond Fragment
grimoireofgaia:shard:3, Emerald Fragment
grimoireofgaia:shard:4, Copper Nugget
grimoireofgaia:shard:5, Silver Nugget
grimoireofgaia:shard_misc:0, Totem of Undying Fragment
grimoireofgaia:food_meat, Meat
grimoireofgaia:food_rotten_heart, Rotten Heart
grimoireofgaia:food_root, Taproot
grimoireofgaia:food_coalfish, Coalfish
grimoireofgaia:food_nether_wart, Nether Wart Jam
grimoireofgaia:food_honey, Honeydew
grimoireofgaia:food_small_apple_gold, Golden Apple Pie Slice
grimoireofgaia:food_mandrake, Mandrake
grimoireofgaia:food_wither, Withered Brain
grimoireofgaia:food_monster_feed, Monster Feed
grimoireofgaia:food_monster_feed_premium, Premium Monster Feed
grimoireofgaia:food_pie_mandrake, Mandrake Pie
grimoireofgaia:food_pie_meat, Fish Pie
grimoireofgaia:food_pie_apple_gold, Golden Apple Pie
grimoireofgaia:misc_soul_fire, Soulfire
grimoireofgaia:misc_soul_fiery, Fireshard
grimoireofgaia:misc_giga_gear, Heart of Giga Knight
grimoireofgaia:misc_experience:0, Crystallized Experience (Small)
grimoireofgaia:misc_experience:1, Crystallized Experience (Medium)
grimoireofgaia:misc_experience:2, Crystallized Experience (Large)
grimoireofgaia:misc_book, Book of Memory
grimoireofgaia:misc_fur, Fur
grimoireofgaia:misc_quill, Diamond Tipped Quill
grimoireofgaia:misc_pearl, Shiny Pearl
grimoireofgaia:misc_elytra, Elytra Fragments
grimoireofgaia:misc_ring:0, Inert Ring of Speed
grimoireofgaia:misc_ring:1, Inert Ring of Haste
grimoireofgaia:misc_ring:2, Inert Ring of Jump
grimoireofgaia:misc_ring:3, Inert Ring of Night Vision
grimoireofgaia:misc_furnace_fuel, Stone Coal
grimoireofgaia:misc_currency:0, Sell
grimoireofgaia:misc_currency:1, Trader Token
grimoireofgaia:misc_currency:2, Holstaurus Token
grimoireofgaia:misc_currency:3, Weresheep Token
grimoireofgaia:spawn, Egg Box
grimoireofgaia:spawn_creeper_girl, Creeper Girl Egg
grimoireofgaia:spawn_slime_girl, Slime Girl Egg
grimoireofgaia:spawn_ender_girl, Ender Girl Egg
grimoireofgaia:spawn_trader, Trader Egg
grimoireofgaia:spawn_holstaurus, Holstaurus Egg
grimoireofgaia:spawn_weresheep, Weresheep Egg
grimoireofgaia:spawn_tame, Boxed Lunch
grimoireofgaia:box_iron, Iron Box
grimoireofgaia:box_gold, Gold Box
grimoireofgaia:box_diamond, Diamond Box
grimoireofgaia:box:0, Ore Box
grimoireofgaia:box:1, Nether Box
grimoireofgaia:box:2, End Box
grimoireofgaia:bag_book, Book Satchel
grimoireofgaia:bag_record, Record Box
grimoireofgaia:bag_arrow, Sealed Quiver
grimoireofgaia:box_old, Old Luggage
grimoireofgaia:box_hat, Hat Box
grimoireofgaia:chest:0, Dungeon Chest
grimoireofgaia:chest:1, Jungle Chest
grimoireofgaia:chest:2, Desert Chest
grimoireofgaia:weapon_prop:0, Ender Stave
grimoireofgaia:weapon_prop:1, Blaze Stave
grimoireofgaia:weapon_prop:2, Metal Club
grimoireofgaia:weapon_prop:3, Dullahan Sword
grimoireofgaia:weapon_prop_projectile_bubble, Bubble Projectile
grimoireofgaia:weapon_prop_projectile_magic, Magic Projectile
grimoireofgaia:weapon_prop_projectile_magic_random, Random Magic Projectile
grimoireofgaia:weapon_prop_projectile_poison, Poison Projectile
grimoireofgaia:weapon_prop_projectile_web, Web Projectile
grimoireofgaia:weapon_prop_enchanted, Enchanted Bearing
grimoireofgaia:shield_prop:0, Stone Shield
grimoireofgaia:shield_prop:1, Iron Shield
grimoireofgaia:shield_prop:2, Gold Shield
grimoireofgaia:weapon_fan, Hand Fan
grimoireofgaia:weapon_fan_ice, Ornate Ice Fan
grimoireofgaia:weapon_fan_fire, Ornate Fire Fan
grimoireofgaia:weapon_book, Book
grimoireofgaia:weapon_book_freezing, Freezing Book
grimoireofgaia:weapon_book_nightmare, Nightmare Book
grimoireofgaia:weapon_book_metal, Metal Book
grimoireofgaia:weapon_book_ender, Ender Book
grimoireofgaia:weapon_book_hunger, Book of Hunger
grimoireofgaia:weapon_book_battle, Book of Combat
grimoireofgaia:weapon_book_nature, Book of Nature
grimoireofgaia:weapon_book_wither, Book of Withering
grimoireofgaia:weapon_book_buff, Combat Manual
grimoireofgaia:weapon_projectile_bomb, Bomb
grimoireofgaia:accessory_cursed, Heavy Barbell
grimoireofgaia:accessory_charm_damage_iron, Knuckles
grimoireofgaia:accessory_ring_haste, Ring of Haste
grimoireofgaia:accessory_ring_jump, Ring of Jump
grimoireofgaia:accessory_ring_night, Ring of Night Vision
grimoireofgaia:accessory_ring_speed, Ring of Speed
grimoireofgaia:accessory_trinket_levitation, Ball and Chain
grimoireofgaia:accessory_trinket_poison, Toadstone
grimoireofgaia:accessory_trinket_water_breathing:0, Seashell Hairpin (Ready)
grimoireofgaia:accessory_trinket_water_breathing:1, Seashell Hairpin (Used)
grimoireofgaia:accessory_trinket_wither, Withered Heart
grimoireofgaia:accessory_headgear, Book on Face
grimoireofgaia:accessory_headgear_mob, Cage
grimoireofgaia:accessory_headgear_bolt, Bolts
grimoireofgaia:accessory_headgear_arrow, Arrow Through Head
grimoireofgaia:accessory_headgear_doll, Drooping Maid
grimoireofgaia:accessory_headgear_ears_elf, Elven Ears
grimoireofgaia:weapon_prop_sword_wood, Wooden Sword
grimoireofgaia:weapon_prop_sword_stone, Stone Sword
grimoireofgaia:weapon_prop_sword_iron, Iron Sword
grimoireofgaia:weapon_prop_sword_gold, Gold Sword
grimoireofgaia:weapon_prop_axe_wood, Wooden Axe
grimoireofgaia:weapon_prop_axe_stone, Stone Axe
grimoireofgaia:weapon_prop_axe_iron, Iron Axe
grimoireofgaia:weapon_prop_axe_gold, Gold Axe
grimoireofgaia:weapon_prop_dagger_metal, Metal Dagger
grimoireofgaia:weapon_prop_broom, Broom
grimoireofgaia:weapon_prop_hammer_minotaur, Minotaur Hammer
grimoireofgaia:pickup_heart, Heart
mekanism:electricbow, Electric Bow
mekanism:dust:0, Iron Dust
mekanism:dust:1, Gold Dust
mekanism:dust:2, Osmium Dust
mekanism:dust:3, Copper Dust
mekanism:dust:4, Tin Dust
mekanism:dust:5, Silver Dust
mekanism:dust:6, Lead Dust
mekanism:ingot:0, Refined Obsidian Ingot
mekanism:ingot:1, Osmium Ingot
mekanism:ingot:2, Bronze Ingot
mekanism:ingot:3, Glowstone Ingot
mekanism:ingot:4, Steel Ingot
mekanism:ingot:5, Copper Ingot
mekanism:ingot:6, Tin Ingot
mekanism:nugget:0, Refined Obsidian Nugget
mekanism:nugget:1, Osmium Nugget
mekanism:nugget:2, Bronze Nugget
mekanism:nugget:3, Glowstone Nugget
mekanism:nugget:4, Steel Nugget
mekanism:nugget:5, Copper Nugget
mekanism:nugget:6, Tin Nugget
mekanism:energytablet, Energy Tablet
mekanism:speedupgrade, Speed Upgrade
mekanism:energyupgrade, Energy Upgrade
mekanism:filterupgrade, Filter Upgrade
mekanism:mufflingupgrade, Muffling Upgrade
mekanism:gasupgrade, Gas Upgrade
mekanism:anchorupgrade, Anchor Upgrade
mekanism:robit, Robit
mekanism:atomicdisassembler, Atomic Disassembler
mekanism:enrichedalloy, Enriched Alloy
mekanism:reinforcedalloy, Reinforced Alloy
mekanism:atomicalloy, Atomic Alloy
mekanism:itemproxy, item.ItemProxy.name
mekanism:controlcircuit:0, Basic Control Circuit
mekanism:controlcircuit:1, Advanced Control Circuit
mekanism:controlcircuit:2, Elite Control Circuit
mekanism:controlcircuit:3, Ultimate Control Circuit
mekanism:enrichediron, Enriched Iron
mekanism:compressedcarbon, Compressed Carbon
mekanism:compressedredstone, Compressed Redstone
mekanism:compresseddiamond, Compressed Diamond
mekanism:compressedobsidian, Compressed Obsidian
mekanism:portableteleporter, Portable Teleporter
mekanism:teleportationcore, Teleportation Core
mekanism:clump:0, Iron Clump
mekanism:clump:1, Gold Clump
mekanism:clump:2, Osmium Clump
mekanism:clump:3, Copper Clump
mekanism:clump:4, Tin Clump
mekanism:clump:5, Silver Clump
mekanism:clump:6, Lead Clump
mekanism:dirtydust:0, Dirty Iron Dust
mekanism:dirtydust:1, Dirty Gold Dust
mekanism:dirtydust:2, Dirty Osmium Dust
mekanism:dirtydust:3, Dirty Copper Dust
mekanism:dirtydust:4, Dirty Tin Dust
mekanism:dirtydust:5, Dirty Silver Dust
mekanism:dirtydust:6, Dirty Lead Dust
mekanism:configurator, Configurator
mekanism:networkreader, Network Reader
mekanism:walkietalkie, Walkie-Talkie
mekanism:jetpack, Jetpack
mekanism:dictionary, Dictionary
mekanism:gasmask, Gas Mask
mekanism:scubatank, Scuba Tank
mekanism:balloon:0, §8Black Balloon
mekanism:balloon:1, §cRed Balloon
mekanism:balloon:2, §2Green Balloon
mekanism:balloon:3, §6Brown Balloon
mekanism:balloon:4, §1Blue Balloon
mekanism:balloon:5, §5Purple Balloon
mekanism:balloon:6, §3Cyan Balloon
mekanism:balloon:7, §7Light Grey Balloon
mekanism:balloon:8, §8Grey Balloon
mekanism:balloon:9, §dPink Balloon
mekanism:balloon:10, §aLime Balloon
mekanism:balloon:11, §eYellow Balloon
mekanism:balloon:12, §9Light Blue Balloon
mekanism:balloon:13, §dMagenta Balloon
mekanism:balloon:14, §6Orange Balloon
mekanism:balloon:15, §fWhite Balloon
mekanism:shard:0, Iron Shard
mekanism:shard:1, Gold Shard
mekanism:shard:2, Osmium Shard
mekanism:shard:3, Copper Shard
mekanism:shard:4, Tin Shard
mekanism:shard:5, Silver Shard
mekanism:shard:6, Lead Shard
mekanism:electrolyticcore, Electrolytic Core
mekanism:sawdust, Sawdust
mekanism:salt, Salt
mekanism:crystal:0, Iron Crystal
mekanism:crystal:1, Gold Crystal
mekanism:crystal:2, Osmium Crystal
mekanism:crystal:3, Copper Crystal
mekanism:crystal:4, Tin Crystal
mekanism:crystal:5, Silver Crystal
mekanism:crystal:6, Lead Crystal
mekanism:freerunners, Free Runners
mekanism:armoredjetpack, Armored Jetpack
mekanism:configurationcard, Configuration Card
mekanism:craftingformula, Crafting Formula
mekanism:seismicreader, Seismic Reader
mekanism:substrate, Substrate
mekanism:polyethene:0, HDPE Pellet
mekanism:polyethene:1, HDPE Rod
mekanism:polyethene:2, HDPE Sheet
mekanism:polyethene:3, PlaStick
mekanism:biofuel, Bio Fuel
mekanism:flamethrower, Flamethrower
mekanism:gaugedropper, Gauge Dropper
mekanism:tierinstaller:0, Basic Tier Installer
mekanism:tierinstaller:1, Advanced Tier Installer
mekanism:tierinstaller:2, Elite Tier Installer
mekanism:tierinstaller:3, Ultimate Tier Installer
mekanism:otherdust:0, Diamond Dust
mekanism:otherdust:1, Steel Dust
mekanism:otherdust:3, Sulfur Dust
mekanism:otherdust:4, Lithium Dust
mekanism:otherdust:5, Refined Obsidian Dust
mekanism:otherdust:6, Obsidian Dust
mekanism:basicblock:0, Osmium Block
mekanism:basicblock:1, Bronze Block
mekanism:basicblock:2, Refined Obsidian
mekanism:basicblock:3, Charcoal Block
mekanism:basicblock:4, Refined Glowstone
mekanism:basicblock:5, Steel Block
mekanism:basicblock:6, Basic Bin
mekanism:basicblock:6, Advanced Bin
mekanism:basicblock:6, Elite Bin
mekanism:basicblock:6, Ultimate Bin
mekanism:basicblock:6, Creative Bin
mekanism:basicblock:7, Teleporter Frame
mekanism:basicblock:8, Steel Casing
mekanism:basicblock:9, Dynamic Tank
mekanism:basicblock:10, Structural Glass
mekanism:basicblock:11, Dynamic Valve
mekanism:basicblock:12, Copper Block
mekanism:basicblock:13, Tin Block
mekanism:basicblock:14, Thermal Evaporation Controller
mekanism:basicblock:15, Thermal Evaporation Valve
mekanism:basicblock2:0, Thermal Evaporation Block
mekanism:basicblock2:1, Induction Casing
mekanism:basicblock2:2, Induction Port
mekanism:basicblock2:3, Basic Induction Cell
mekanism:basicblock2:3, Advanced Induction Cell
mekanism:basicblock2:3, Elite Induction Cell
mekanism:basicblock2:3, Ultimate Induction Cell
mekanism:basicblock2:4, Basic Induction Provider
mekanism:basicblock2:4, Advanced Induction Provider
mekanism:basicblock2:4, Elite Induction Provider
mekanism:basicblock2:4, Ultimate Induction Provider
mekanism:basicblock2:5, Superheating Element
mekanism:basicblock2:6, Pressure Disperser
mekanism:basicblock2:7, Boiler Casing
mekanism:basicblock2:8, Boiler Valve
mekanism:basicblock2:9, Security Desk
mekanism:machineblock:0, Enrichment Chamber
mekanism:machineblock:1, Osmium Compressor
mekanism:machineblock:2, Combiner
mekanism:machineblock:3, Crusher
mekanism:machineblock:4, Digital Miner
mekanism:machineblock:5, Basic Smelting Factory
mekanism:machineblock:5, Basic Enriching Factory
mekanism:machineblock:5, Basic Crushing Factory
mekanism:machineblock:5, Basic Compressing Factory
mekanism:machineblock:5, Basic Combining Factory
mekanism:machineblock:5, Basic Purifying Factory
mekanism:machineblock:5, Basic Injecting Factory
mekanism:machineblock:5, Basic Infusing Factory
mekanism:machineblock:5, Basic Sawing Factory
mekanism:machineblock:6, Advanced Smelting Factory
mekanism:machineblock:6, Advanced Enriching Factory
mekanism:machineblock:6, Advanced Crushing Factory
mekanism:machineblock:6, Advanced Compressing Factory
mekanism:machineblock:6, Advanced Combining Factory
mekanism:machineblock:6, Advanced Purifying Factory
mekanism:machineblock:6, Advanced Injecting Factory
mekanism:machineblock:6, Advanced Infusing Factory
mekanism:machineblock:6, Advanced Sawing Factory
mekanism:machineblock:7, Elite Smelting Factory
mekanism:machineblock:7, Elite Enriching Factory
mekanism:machineblock:7, Elite Crushing Factory
mekanism:machineblock:7, Elite Compressing Factory
mekanism:machineblock:7, Elite Combining Factory
mekanism:machineblock:7, Elite Purifying Factory
mekanism:machineblock:7, Elite Injecting Factory
mekanism:machineblock:7, Elite Infusing Factory
mekanism:machineblock:7, Elite Sawing Factory
mekanism:machineblock:8, Metallurgic Infuser
mekanism:machineblock:9, Purification Chamber
mekanism:machineblock:10, Energized Smelter
mekanism:machineblock:11, Teleporter
mekanism:machineblock:12, Electric Pump
mekanism:machineblock:13, Personal Chest
mekanism:machineblock:14, Chargepad
mekanism:machineblock:15, Logistical Sorter
mekanism:machineblock2:0, Rotary Condensentrator
mekanism:machineblock2:1, Chemical Oxidizer
mekanism:machineblock2:2, Chemical Infuser
mekanism:machineblock2:3, Chemical Injection Chamber
mekanism:machineblock2:4, Electrolytic Separator
mekanism:machineblock2:5, Precision Sawmill
mekanism:machineblock2:6, Chemical Dissolution Chamber
mekanism:machineblock2:7, Chemical Washer
mekanism:machineblock2:8, Chemical Crystallizer
mekanism:machineblock2:9, Seismic Vibrator
mekanism:machineblock2:10, Pressurized Reaction Chamber
mekanism:machineblock2:11, Basic Fluid Tank
mekanism:machineblock2:11, Advanced Fluid Tank
mekanism:machineblock2:11, Elite Fluid Tank
mekanism:machineblock2:11, Ultimate Fluid Tank
mekanism:machineblock2:11, Creative Fluid Tank
mekanism:machineblock2:12, Fluidic Plenisher
mekanism:machineblock2:13, Laser
mekanism:machineblock2:14, Laser Amplifier
mekanism:machineblock2:15, Laser Tractor Beam
mekanism:machineblock3:0, Quantum Entangloporter
mekanism:machineblock3:1, Solar Neutron Activator
mekanism:machineblock3:3, Oredictionificator
mekanism:machineblock3:4, Resistive Heater
mekanism:machineblock3:5, Formulaic Assemblicator
mekanism:machineblock3:6, Fuelwood Heater
mekanism:oreblock:0, Osmium Ore
mekanism:oreblock:1, Copper Ore
mekanism:oreblock:2, Tin Ore
mekanism:energycube:0, Basic Energy Cube
mekanism:energycube:0, Basic Energy Cube
mekanism:energycube:0, Advanced Energy Cube
mekanism:energycube:0, Advanced Energy Cube
mekanism:energycube:0, Elite Energy Cube
mekanism:energycube:0, Elite Energy Cube
mekanism:energycube:0, Ultimate Energy Cube
mekanism:energycube:0, Ultimate Energy Cube
mekanism:energycube:0, Creative Energy Cube
mekanism:energycube:0, Creative Energy Cube
mekanism:transmitter:0, Basic Universal Cable
mekanism:transmitter:0, Advanced Universal Cable
mekanism:transmitter:0, Elite Universal Cable
mekanism:transmitter:0, Ultimate Universal Cable
mekanism:transmitter:1, Basic Mechanical Pipe
mekanism:transmitter:1, Advanced Mechanical Pipe
mekanism:transmitter:1, Elite Mechanical Pipe
mekanism:transmitter:1, Ultimate Mechanical Pipe
mekanism:transmitter:2, Basic Pressurized Tube
mekanism:transmitter:2, Advanced Pressurized Tube
mekanism:transmitter:2, Elite Pressurized Tube
mekanism:transmitter:2, Ultimate Pressurized Tube
mekanism:transmitter:3, Basic Logistical Transporter
mekanism:transmitter:3, Advanced Logistical Transporter
mekanism:transmitter:3, Elite Logistical Transporter
mekanism:transmitter:3, Ultimate Logistical Transporter
mekanism:transmitter:4, Restrictive Transporter
mekanism:transmitter:5, Diversion Transporter
mekanism:transmitter:6, Basic Thermodynamic Conductor
mekanism:transmitter:6, Advanced Thermodynamic Conductor
mekanism:transmitter:6, Elite Thermodynamic Conductor
mekanism:transmitter:6, Ultimate Thermodynamic Conductor
mekanism:obsidiantnt, Obsidian TNT
mekanism:boundingblock, Bounding Block
mekanism:gastank:0, Basic Gas Tank
mekanism:gastank:0, Advanced Gas Tank
mekanism:gastank:0, Elite Gas Tank
mekanism:gastank:0, Ultimate Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
